"gsm","donor","cond","celltype","x","y"
"GSM7717085","PWH27","Wound7","Fibroblast",-0.5750142,0.88645566
"GSM7717086","PWH27","Wound30","Fibroblast",2.6705132,0.326052
"GSM7717083","PWH27","Skin","Fibroblast",-2.9710796,1.3559343
"GSM7717088","PWH28","Wound1","Fibroblast",-3.2281897,-0.5558224
"GSM7717090","PWH28","Wound30","Fibroblast",3.1952384,0.009523002
"GSM7717086","PWH27","Wound30","Fibroblast",-0.104670905,-1.5981663
"GSM7717081","PWH26","Wound7","Fibroblast",2.3213086,0.122324586
"GSM7717086","PWH27","Wound30","Fibroblast",2.0283725,-0.27089736
"GSM7717087","PWH28","Skin","Fibroblast",-2.3264887,-2.6089015
"GSM7717086","PWH27","Wound30","Fibroblast",-1.217043,-1.5659493
"GSM7717085","PWH27","Wound7","Fibroblast",0.48320428,0.87113124
"GSM7717081","PWH26","Wound7","Fibroblast",0.9269371,0.5075174
"GSM7717089","PWH28","Wound7","Fibroblast",-0.5132482,0.86997795
"GSM7717090","PWH28","Wound30","Fibroblast",0.5543361,-0.7292705
"GSM7717082","PWH26","Wound30","Fibroblast",1.8489963,0.18519545
"GSM7717090","PWH28","Wound30","Fibroblast",2.856619,0.25817862
"GSM7717085","PWH27","Wound7","Fibroblast",2.3542948,0.08518521
"GSM7717085","PWH27","Wound7","Fibroblast",-2.5436585,-2.6304467
"GSM7717087","PWH28","Skin","Fibroblast",-3.3048236,1.0869613
"GSM7717090","PWH28","Wound30","Fibroblast",2.5397844,-0.1964912
"GSM7717081","PWH26","Wound7","Fibroblast",1.6835638,0.35596213
"GSM7717084","PWH27","Wound1","Fibroblast",-2.7793846,0.17313242
"GSM7717087","PWH28","Skin","Fibroblast",-3.5199003,3.3729455
"GSM7717084","PWH27","Wound1","Fibroblast",-0.5224044,1.0859766
"GSM7717079","PWH26","Skin","Fibroblast",-2.5975027,-0.9497901
"GSM7717090","PWH28","Wound30","Fibroblast",2.5223167,-0.5451241
"GSM7717085","PWH27","Wound7","Fibroblast",-3.099726,1.2435913
"GSM7717082","PWH26","Wound30","Fibroblast",3.0893755,0.48258227
"GSM7717085","PWH27","Wound7","Fibroblast",-1.415244,0.61964536
"GSM7717090","PWH28","Wound30","Fibroblast",2.5527313,0.3275495
"GSM7717084","PWH27","Wound1","Fibroblast",-2.6232512,-0.7080924
"GSM7717089","PWH28","Wound7","Fibroblast",0.69418126,-0.6575717
"GSM7717085","PWH27","Wound7","Fibroblast",1.7202704,1.3887413
"GSM7717079","PWH26","Skin","Fibroblast",-3.4350038,0.23413402
"GSM7717089","PWH28","Wound7","Fibroblast",0.7558531,0.40784407
"GSM7717090","PWH28","Wound30","Fibroblast",-3.5034285,0.07510532
"GSM7717081","PWH26","Wound7","Fibroblast",-1.1876453,0.9408348
"GSM7717090","PWH28","Wound30","Fibroblast",2.718073,-0.012917231
"GSM7717089","PWH28","Wound7","Fibroblast",0.050303563,0.120677
"GSM7717081","PWH26","Wound7","Fibroblast",-2.658804,0.0052283606
"GSM7717079","PWH26","Skin","Fibroblast",-2.6223392,-2.218011
"GSM7717085","PWH27","Wound7","Fibroblast",1.2696909,0.5468484
"GSM7717079","PWH26","Skin","Fibroblast",-2.6870306,-1.0812032
"GSM7717086","PWH27","Wound30","Fibroblast",-1.1058602,-1.0882876
"GSM7717080","PWH26","Wound1","Fibroblast",-1.2480664,-0.29847515
"GSM7717090","PWH28","Wound30","Fibroblast",2.727105,-2.1062098
"GSM7717082","PWH26","Wound30","Fibroblast",-3.752899,2.5237982
"GSM7717090","PWH28","Wound30","Fibroblast",3.2509158,0.293254
"GSM7717081","PWH26","Wound7","Fibroblast",-3.2999382,-0.7751145
"GSM7717087","PWH28","Skin","Fibroblast",-3.8820221,2.334745
"GSM7717085","PWH27","Wound7","Fibroblast",-0.8943248,1.3385806
"GSM7717090","PWH28","Wound30","Fibroblast",2.7176776,1.4363164
"GSM7717086","PWH27","Wound30","Fibroblast",-0.24348259,-1.1306028
"GSM7717079","PWH26","Skin","Fibroblast",-1.975749,-2.373035
"GSM7717082","PWH26","Wound30","Fibroblast",3.089819,0.23090959
"GSM7717085","PWH27","Wound7","Fibroblast",1.1624768,0.38737425
"GSM7717086","PWH27","Wound30","Fibroblast",2.7584813,0.34657565
"GSM7717085","PWH27","Wound7","Fibroblast",-3.5570488,1.1447331
"GSM7717085","PWH27","Wound7","Fibroblast",0.32671604,0.21681248
"GSM7717082","PWH26","Wound30","Fibroblast",0.35462514,1.4694785
"GSM7717089","PWH28","Wound7","Fibroblast",-4.5517397,0.47574714
"GSM7717079","PWH26","Skin","Fibroblast",-1.4243922,-1.5781257
"GSM7717089","PWH28","Wound7","Fibroblast",0.1623685,1.5092928
"GSM7717081","PWH26","Wound7","Fibroblast",0.16252393,0.1403125
"GSM7717085","PWH27","Wound7","Fibroblast",-3.26715,2.3404799
"GSM7717089","PWH28","Wound7","Fibroblast",-0.8088689,1.4915227
"GSM7717087","PWH28","Skin","Fibroblast",-2.3323443,-1.8362607
"GSM7717087","PWH28","Skin","Fibroblast",-3.255914,1.7520319
"GSM7717082","PWH26","Wound30","Fibroblast",-0.12257506,-1.0917156
"GSM7717079","PWH26","Skin","Fibroblast",-2.5656157,-2.3102689
"GSM7717085","PWH27","Wound7","Fibroblast",-2.9563153,-0.8700352
"GSM7717090","PWH28","Wound30","Fibroblast",2.608726,0.01294482
"GSM7717079","PWH26","Skin","Fibroblast",-1.966439,-2.6592343
"GSM7717088","PWH28","Wound1","Fibroblast",-2.623629,0.5129123
"GSM7717089","PWH28","Wound7","Fibroblast",-2.206718,1.6947773
"GSM7717079","PWH26","Skin","Fibroblast",-2.8135643,-0.5545969
"GSM7717085","PWH27","Wound7","Fibroblast",1.2110982,0.8776641
"GSM7717087","PWH28","Skin","Fibroblast",-2.0598574,-1.5321574
"GSM7717084","PWH27","Wound1","Fibroblast",-1.4353228,2.005692
"GSM7717085","PWH27","Wound7","Fibroblast",-3.403881,0.6337038
"GSM7717084","PWH27","Wound1","Fibroblast",-3.3216963,1.6160275
"GSM7717086","PWH27","Wound30","Fibroblast",2.480306,-0.28422046
"GSM7717081","PWH26","Wound7","Fibroblast",-0.99203265,-1.3545744
"GSM7717081","PWH26","Wound7","Fibroblast",7.5346456,3.4604778
"GSM7717087","PWH28","Skin","Fibroblast",-0.27647626,-2.030813
"GSM7717090","PWH28","Wound30","Fibroblast",2.8491006,0.040065814
"GSM7717082","PWH26","Wound30","Fibroblast",3.5085998,-0.12865493
"GSM7717085","PWH27","Wound7","Fibroblast",-3.5947437,0.9706924
"GSM7717090","PWH28","Wound30","Fibroblast",2.8161895,0.57064843
"GSM7717082","PWH26","Wound30","Fibroblast",1.9050992,0.29728526
"GSM7717089","PWH28","Wound7","Fibroblast",-2.3244834,-0.38210288
"GSM7717085","PWH27","Wound7","Fibroblast",3.0751214,0.06355737
"GSM7717085","PWH27","Wound7","Fibroblast",-3.4317129,1.7145665
"GSM7717081","PWH26","Wound7","Fibroblast",0.51666415,0.051223982
"GSM7717081","PWH26","Wound7","Fibroblast",-2.6976519,-0.9689855
"GSM7717086","PWH27","Wound30","Fibroblast",2.5916142,0.0702699
"GSM7717089","PWH28","Wound7","Fibroblast",-2.2076657,0.18669385
"GSM7717090","PWH28","Wound30","Fibroblast",3.1812978,0.15210266
"GSM7717079","PWH26","Skin","Fibroblast",-1.2007314,-2.284135
"GSM7717089","PWH28","Wound7","Fibroblast",0.31885564,-0.5546162
"GSM7717089","PWH28","Wound7","Fibroblast",1.7183162,0.21884212
"GSM7717085","PWH27","Wound7","Fibroblast",1.2154207,0.29662356
"GSM7717085","PWH27","Wound7","Fibroblast",-1.0420219,-0.23790917
"GSM7717087","PWH28","Skin","Fibroblast",0.94918454,-1.5428481
"GSM7717089","PWH28","Wound7","Fibroblast",-3.1636665,2.3362768
"GSM7717084","PWH27","Wound1","Fibroblast",-2.2554352,2.281378
"GSM7717086","PWH27","Wound30","Fibroblast",2.7628214,-0.017378759
"GSM7717090","PWH28","Wound30","Fibroblast",0.35668173,-1.1420172
"GSM7717090","PWH28","Wound30","Fibroblast",2.827396,0.329875
"GSM7717082","PWH26","Wound30","Fibroblast",-2.591207,-0.99798036
"GSM7717085","PWH27","Wound7","Fibroblast",0.9162081,0.53412414
"GSM7717086","PWH27","Wound30","Fibroblast",-3.8560426,0.7017005
"GSM7717090","PWH28","Wound30","Fibroblast",-1.1390867,-1.5306394
"GSM7717085","PWH27","Wound7","Fibroblast",-0.10938596,0.41775915
"GSM7717089","PWH28","Wound7","Fibroblast",2.7972388,-0.5233179
"GSM7717085","PWH27","Wound7","Fibroblast",0.68751556,0.4540326
"GSM7717085","PWH27","Wound7","Fibroblast",1.6049119,-0.002544148
"GSM7717090","PWH28","Wound30","Fibroblast",3.4011633,0.30924246
"GSM7717090","PWH28","Wound30","Fibroblast",1.6883199,-0.45895413
"GSM7717086","PWH27","Wound30","Fibroblast",2.5992527,-0.1732393
"GSM7717085","PWH27","Wound7","Fibroblast",-1.4599779,-0.7018244
"GSM7717079","PWH26","Skin","Fibroblast",-2.3527262,1.0086987
"GSM7717079","PWH26","Skin","Fibroblast",-2.2336707,-0.29661694
"GSM7717085","PWH27","Wound7","Fibroblast",0.06670955,1.3969722
"GSM7717086","PWH27","Wound30","Fibroblast",3.076407,0.02526117
"GSM7717089","PWH28","Wound7","Fibroblast",1.3453,0.25084862
"GSM7717087","PWH28","Skin","Fibroblast",-4.01046,1.0799866
"GSM7717086","PWH27","Wound30","Fibroblast",2.9003654,0.24491225
"GSM7717081","PWH26","Wound7","Fibroblast",1.6673777,1.7637409
"GSM7717082","PWH26","Wound30","Fibroblast",2.9243214,0.3261141
"GSM7717090","PWH28","Wound30","Fibroblast",3.6360517,0.14198083
"GSM7717085","PWH27","Wound7","Fibroblast",-2.1402912,1.2837814
"GSM7717081","PWH26","Wound7","Fibroblast",-2.3433323,1.0116603
"GSM7717085","PWH27","Wound7","Fibroblast",0.14766572,0.8612904
"GSM7717086","PWH27","Wound30","Fibroblast",-3.583688,1.8082122
"GSM7717086","PWH27","Wound30","Fibroblast",-0.80604106,-1.0250793
"GSM7717084","PWH27","Wound1","Fibroblast",-2.934807,2.5359974
"GSM7717079","PWH26","Skin","Fibroblast",-3.9583247,1.0310512
"GSM7717090","PWH28","Wound30","Fibroblast",2.3107371,-0.00985704
"GSM7717086","PWH27","Wound30","Fibroblast",0.08123742,0.8706704
"GSM7717090","PWH28","Wound30","Fibroblast",3.256634,0.007822418
"GSM7717086","PWH27","Wound30","Fibroblast",2.8115742,0.022233844
"GSM7717087","PWH28","Skin","Fibroblast",-1.4135522,-1.4797012
"GSM7717086","PWH27","Wound30","Fibroblast",-0.305097,-1.5609205
"GSM7717081","PWH26","Wound7","Fibroblast",1.2441072,0.50424534
"GSM7717090","PWH28","Wound30","Fibroblast",2.9543812,0.11775287
"GSM7717085","PWH27","Wound7","Fibroblast",1.9022839,-0.03421681
"GSM7717086","PWH27","Wound30","Fibroblast",1.2541844,-0.06205786
"GSM7717090","PWH28","Wound30","Fibroblast",1.8298703,0.25433967
"GSM7717090","PWH28","Wound30","Fibroblast",0.75320166,-0.4622369
"GSM7717086","PWH27","Wound30","Fibroblast",1.5049553,0.15321347
"GSM7717085","PWH27","Wound7","Fibroblast",1.5185341,0.30686536
"GSM7717081","PWH26","Wound7","Fibroblast",0.00018207368,0.3592556
"GSM7717090","PWH28","Wound30","Fibroblast",1.5985402,0.2593181
"GSM7717090","PWH28","Wound30","Fibroblast",-3.347282,-1.2071769
"GSM7717090","PWH28","Wound30","Fibroblast",3.4595551,-0.01821819
"GSM7717087","PWH28","Skin","Fibroblast",-2.0804799,0.1752481
"GSM7717082","PWH26","Wound30","Fibroblast",2.975429,0.20081681
"GSM7717082","PWH26","Wound30","Fibroblast",2.4354703,-0.13156822
"GSM7717090","PWH28","Wound30","Fibroblast",2.3720767,-0.10660658
"GSM7717087","PWH28","Skin","Fibroblast",-3.105802,0.82854307
"GSM7717087","PWH28","Skin","Fibroblast",-3.1602566,3.7300928
"GSM7717088","PWH28","Wound1","Fibroblast",-1.6184099,-0.631438
"GSM7717086","PWH27","Wound30","Fibroblast",2.9085934,0.31718737
"GSM7717090","PWH28","Wound30","Fibroblast",-0.15321338,-0.33362228
"GSM7717089","PWH28","Wound7","Fibroblast",-3.9759738,1.3270471
"GSM7717090","PWH28","Wound30","Fibroblast",2.6328263,0.09537139
"GSM7717082","PWH26","Wound30","Fibroblast",-0.028862264,-1.2773603
"GSM7717090","PWH28","Wound30","Fibroblast",2.9089735,-0.0442964
"GSM7717081","PWH26","Wound7","Fibroblast",-3.4229248,1.2613212
"GSM7717090","PWH28","Wound30","Fibroblast",2.8830433,0.06984318
"GSM7717086","PWH27","Wound30","Fibroblast",2.5676758,0.0067762155
"GSM7717085","PWH27","Wound7","Fibroblast",-1.3257052,0.52921814
"GSM7717079","PWH26","Skin","Fibroblast",-2.446351,1.424402
"GSM7717087","PWH28","Skin","Fibroblast",-3.0964751,-0.8316316
"GSM7717086","PWH27","Wound30","Fibroblast",-2.9459953,2.1691043
"GSM7717085","PWH27","Wound7","Fibroblast",-3.3542411,-0.6904814
"GSM7717089","PWH28","Wound7","Fibroblast",-0.18517771,0.15829906
"GSM7717087","PWH28","Skin","Fibroblast",-2.608354,-0.8771488
"GSM7717085","PWH27","Wound7","Fibroblast",0.66984,0.48248613
"GSM7717085","PWH27","Wound7","Fibroblast",2.0116181,0.60346895
"GSM7717080","PWH26","Wound1","Fibroblast",-3.5725288,-0.025864473
"GSM7717079","PWH26","Skin","Fibroblast",-2.616795,-1.6169924
"GSM7717081","PWH26","Wound7","Fibroblast",-0.9267309,0.09320839
"GSM7717089","PWH28","Wound7","Fibroblast",-0.9906504,0.5618234
"GSM7717090","PWH28","Wound30","Fibroblast",-0.9160797,-0.20029074
"GSM7717084","PWH27","Wound1","Fibroblast",-2.9056659,1.4632169
"GSM7717081","PWH26","Wound7","Fibroblast",0.19066587,0.33622465
"GSM7717090","PWH28","Wound30","Fibroblast",2.7724383,0.3735799
"GSM7717090","PWH28","Wound30","Fibroblast",2.6216714,0.7586219
"GSM7717081","PWH26","Wound7","Fibroblast",0.851104,0.39634177
"GSM7717086","PWH27","Wound30","Fibroblast",-2.6504955,0.3708087
"GSM7717090","PWH28","Wound30","Fibroblast",2.3079333,0.011289101
"GSM7717083","PWH27","Skin","Fibroblast",-3.087915,-0.94771355
"GSM7717081","PWH26","Wound7","Fibroblast",-4.411832,-0.17367275
"GSM7717090","PWH28","Wound30","Fibroblast",-1.4579449,-1.2511108
"GSM7717079","PWH26","Skin","Fibroblast",-1.0529758,-1.7796208
"GSM7717085","PWH27","Wound7","Fibroblast",0.3643637,1.6515561
"GSM7717090","PWH28","Wound30","Fibroblast",-1.2527198,-0.18010554
"GSM7717081","PWH26","Wound7","Fibroblast",0.2570132,0.0032721602
"GSM7717089","PWH28","Wound7","Fibroblast",-3.8935416,0.58579415
"GSM7717082","PWH26","Wound30","Fibroblast",2.5094922,-0.22097318
"GSM7717087","PWH28","Skin","Fibroblast",-2.9373987,-1.4658126
"GSM7717090","PWH28","Wound30","Fibroblast",2.2445433,-0.07915984
"GSM7717085","PWH27","Wound7","Fibroblast",-1.6775792,0.08145027
"GSM7717086","PWH27","Wound30","Fibroblast",-0.33708394,0.6833555
"GSM7717090","PWH28","Wound30","Fibroblast",2.963063,-0.048237536
"GSM7717086","PWH27","Wound30","Fibroblast",3.7141862,-0.084002465
"GSM7717079","PWH26","Skin","Fibroblast",-3.524946,-0.8496436
"GSM7717090","PWH28","Wound30","Fibroblast",2.9489214,0.48206317
"GSM7717086","PWH27","Wound30","Fibroblast",0.6013058,-0.892095
"GSM7717085","PWH27","Wound7","Fibroblast",1.05243,0.55986863
"GSM7717086","PWH27","Wound30","Fibroblast",1.0871521,-0.28408194
"GSM7717079","PWH26","Skin","Fibroblast",-3.5097566,0.6079183
"GSM7717086","PWH27","Wound30","Fibroblast",-1.2879575,-1.0728401
"GSM7717083","PWH27","Skin","Fibroblast",-3.9517539,-0.9511498
"GSM7717086","PWH27","Wound30","Fibroblast",1.8528703,0.2511339
"GSM7717090","PWH28","Wound30","Fibroblast",2.578353,0.18107972
"GSM7717081","PWH26","Wound7","Fibroblast",-3.568708,2.4001472
"GSM7717090","PWH28","Wound30","Fibroblast",-2.9018278,1.6395978
"GSM7717084","PWH27","Wound1","Fibroblast",-3.0598974,2.723537
"GSM7717090","PWH28","Wound30","Fibroblast",-3.6275208,-0.6849689
"GSM7717082","PWH26","Wound30","Fibroblast",2.2924864,-0.26639605
"GSM7717081","PWH26","Wound7","Fibroblast",-0.8358186,0.6180201
"GSM7717084","PWH27","Wound1","Fibroblast",-0.45464274,-1.4108531
"GSM7717085","PWH27","Wound7","Fibroblast",-3.517722,2.4548016
"GSM7717090","PWH28","Wound30","Fibroblast",2.7758975,0.07939793
"GSM7717090","PWH28","Wound30","Fibroblast",0.8152188,0.38317308
"GSM7717090","PWH28","Wound30","Fibroblast",3.59023,-0.23554158
"GSM7717090","PWH28","Wound30","Fibroblast",3.2481854,-0.17106926
"GSM7717084","PWH27","Wound1","Fibroblast",-1.0045658,-2.1151626
"GSM7717086","PWH27","Wound30","Fibroblast",1.7607476,0.09961964
"GSM7717089","PWH28","Wound7","Fibroblast",-1.4512198,0.7644196
"GSM7717082","PWH26","Wound30","Fibroblast",3.1410136,0.26842633
"GSM7717087","PWH28","Skin","Fibroblast",-2.9369426,-1.472652
"GSM7717079","PWH26","Skin","Fibroblast",-1.8176678,-1.2138512
"GSM7717081","PWH26","Wound7","Fibroblast",-1.405949,0.9973234
"GSM7717090","PWH28","Wound30","Fibroblast",-0.012005611,0.045396816
"GSM7717086","PWH27","Wound30","Fibroblast",3.292219,0.06417973
"GSM7717081","PWH26","Wound7","Fibroblast",3.0428412,0.14944205
"GSM7717085","PWH27","Wound7","Fibroblast",-3.5451517,0.69359803
"GSM7717090","PWH28","Wound30","Fibroblast",2.8652275,1.1191578
"GSM7717085","PWH27","Wound7","Fibroblast",0.20071577,1.435901
"GSM7717080","PWH26","Wound1","Fibroblast",-2.0338473,1.8008237
"GSM7717083","PWH27","Skin","Fibroblast",-2.674888,-2.0668104
"GSM7717086","PWH27","Wound30","Fibroblast",2.8895817,0.11047356
"GSM7717090","PWH28","Wound30","Fibroblast",0.8438198,-0.13880157
"GSM7717086","PWH27","Wound30","Fibroblast",2.6846044,0.30439043
"GSM7717079","PWH26","Skin","Fibroblast",-2.0506995,-1.8025422
"GSM7717081","PWH26","Wound7","Fibroblast",1.0236608,-0.43645346
"GSM7717086","PWH27","Wound30","Fibroblast",-1.732097,-0.21885256
"GSM7717087","PWH28","Skin","Fibroblast",-3.7327216,2.357853
"GSM7717085","PWH27","Wound7","Fibroblast",-2.0678723,0.09502748
"GSM7717086","PWH27","Wound30","Fibroblast",0.4825535,0.22883569
"GSM7717085","PWH27","Wound7","Fibroblast",-3.7373805,0.7285632
"GSM7717086","PWH27","Wound30","Fibroblast",-3.0652878,-1.7651526
"GSM7717090","PWH28","Wound30","Fibroblast",2.2804964,-0.007842106
"GSM7717081","PWH26","Wound7","Fibroblast",1.4375508,0.029176585
"GSM7717081","PWH26","Wound7","Fibroblast",0.6048906,0.55173546
"GSM7717087","PWH28","Skin","Fibroblast",-1.2649071,-3.2622402
"GSM7717085","PWH27","Wound7","Fibroblast",0.0418614,1.029741
"GSM7717090","PWH28","Wound30","Fibroblast",1.615484,-0.30372223
"GSM7717086","PWH27","Wound30","Fibroblast",3.0192068,0.16165957
"GSM7717079","PWH26","Skin","Fibroblast",-1.4499265,0.8166028
"GSM7717079","PWH26","Skin","Fibroblast",-2.6691577,0.84384114
"GSM7717086","PWH27","Wound30","Fibroblast",2.6803124,2.6254034
"GSM7717079","PWH26","Skin","Fibroblast",-2.4631796,0.4771504
"GSM7717086","PWH27","Wound30","Fibroblast",2.612598,-0.054830965
"GSM7717080","PWH26","Wound1","Fibroblast",-3.4982188,-1.5268056
"GSM7717090","PWH28","Wound30","Fibroblast",-2.993421,0.4638107
"GSM7717085","PWH27","Wound7","Fibroblast",0.9832548,-0.08496437
"GSM7717090","PWH28","Wound30","Fibroblast",2.895543,0.026318373
"GSM7717090","PWH28","Wound30","Fibroblast",-0.20633602,-1.8706897
"GSM7717087","PWH28","Skin","Fibroblast",-4.026954,1.021663
"GSM7717084","PWH27","Wound1","Fibroblast",0.95394236,1.1145982
"GSM7717088","PWH28","Wound1","Fibroblast",-2.0008337,2.2504313
"GSM7717086","PWH27","Wound30","Fibroblast",-1.6074241,0.17208771
"GSM7717083","PWH27","Skin","Fibroblast",-2.9794297,-1.8007971
"GSM7717090","PWH28","Wound30","Fibroblast",2.9744003,0.20105876
"GSM7717085","PWH27","Wound7","Fibroblast",-3.66103,0.12831602
"GSM7717086","PWH27","Wound30","Fibroblast",2.5965288,0.22881714
"GSM7717085","PWH27","Wound7","Fibroblast",2.0972757,0.36811298
"GSM7717085","PWH27","Wound7","Fibroblast",-1.6534299,-0.34010974
"GSM7717085","PWH27","Wound7","Fibroblast",-0.30642912,-0.3192945
"GSM7717083","PWH27","Skin","Fibroblast",0.49779326,-2.4206061
"GSM7717089","PWH28","Wound7","Fibroblast",-0.4329295,0.4138314
"GSM7717090","PWH28","Wound30","Fibroblast",1.8649632,0.40752152
"GSM7717086","PWH27","Wound30","Fibroblast",-2.354731,-0.41338107
"GSM7717086","PWH27","Wound30","Fibroblast",0.45486605,-0.47830057
"GSM7717083","PWH27","Skin","Fibroblast",-2.7710736,0.52507335
"GSM7717084","PWH27","Wound1","Fibroblast",-0.1186823,1.5231853
"GSM7717086","PWH27","Wound30","Fibroblast",2.016822,-0.38899177
"GSM7717082","PWH26","Wound30","Fibroblast",-1.2622107,0.034392525
"GSM7717086","PWH27","Wound30","Fibroblast",2.0616577,0.2235613
"GSM7717081","PWH26","Wound7","Fibroblast",-0.5652018,0.02023508
"GSM7717086","PWH27","Wound30","Fibroblast",2.6516664,0.14212859
"GSM7717087","PWH28","Skin","Fibroblast",-2.1724749,-1.4504299
"GSM7717088","PWH28","Wound1","Fibroblast",-3.5426219,1.8519557
"GSM7717085","PWH27","Wound7","Fibroblast",-0.37569886,2.0362573
"GSM7717085","PWH27","Wound7","Fibroblast",1.863335,0.23748714
"GSM7717085","PWH27","Wound7","Fibroblast",-3.550692,-0.11509132
"GSM7717085","PWH27","Wound7","Fibroblast",-2.4686377,-0.7006242
"GSM7717086","PWH27","Wound30","Fibroblast",2.6403,0.19486728
"GSM7717085","PWH27","Wound7","Fibroblast",0.57440794,1.058548
"GSM7717083","PWH27","Skin","Fibroblast",-2.7750268,0.19899322
"GSM7717086","PWH27","Wound30","Fibroblast",2.1623614,-0.009020136
"GSM7717086","PWH27","Wound30","Fibroblast",1.2540007,-0.29250962
"GSM7717082","PWH26","Wound30","Fibroblast",2.9537501,-0.20663233
"GSM7717088","PWH28","Wound1","Fibroblast",-3.3931205,0.67452675
"GSM7717090","PWH28","Wound30","Fibroblast",-2.8729854,0.78792524
"GSM7717089","PWH28","Wound7","Fibroblast",0.35675853,1.1949815
"GSM7717084","PWH27","Wound1","Fibroblast",-2.1299503,-1.8713381
"GSM7717086","PWH27","Wound30","Fibroblast",2.5116298,0.23663053
"GSM7717084","PWH27","Wound1","Fibroblast",-2.3700151,0.12059525
"GSM7717086","PWH27","Wound30","Fibroblast",3.1806319,0.09246984
"GSM7717085","PWH27","Wound7","Fibroblast",1.16295,0.9652244
"GSM7717090","PWH28","Wound30","Fibroblast",2.590005,0.4068591
"GSM7717081","PWH26","Wound7","Fibroblast",-3.1447067,-0.79146165
"GSM7717087","PWH28","Skin","Fibroblast",-3.6304054,-0.57233644
"GSM7717081","PWH26","Wound7","Fibroblast",0.8429225,0.6396955
"GSM7717081","PWH26","Wound7","Fibroblast",0.14037032,-0.16619663
"GSM7717080","PWH26","Wound1","Fibroblast",-1.9789761,2.3013737
"GSM7717087","PWH28","Skin","Fibroblast",-4.0192647,1.131983
"GSM7717087","PWH28","Skin","Fibroblast",-3.9492228,1.4732255
"GSM7717086","PWH27","Wound30","Fibroblast",3.044208,-0.03934422
"GSM7717087","PWH28","Skin","Fibroblast",-2.9884872,1.2176259
"GSM7717090","PWH28","Wound30","Fibroblast",0.25586516,-2.0567102
"GSM7717086","PWH27","Wound30","Fibroblast",2.1900833,-0.059147716
"GSM7717082","PWH26","Wound30","Fibroblast",2.6291049,0.27461526
"GSM7717079","PWH26","Skin","Fibroblast",-3.7678342,0.73564756
"GSM7717084","PWH27","Wound1","Fibroblast",-1.2367347,0.79151297
"GSM7717087","PWH28","Skin","Fibroblast",-1.1491592,-1.767151
"GSM7717085","PWH27","Wound7","Fibroblast",-0.18429583,0.4600028
"GSM7717085","PWH27","Wound7","Fibroblast",1.0704054,0.17033145
"GSM7717086","PWH27","Wound30","Fibroblast",2.2144225,-0.68141156
"GSM7717090","PWH28","Wound30","Fibroblast",2.9727502,0.5055996
"GSM7717087","PWH28","Skin","Fibroblast",-2.904359,-1.8119175
"GSM7717085","PWH27","Wound7","Fibroblast",-3.7775805,1.6274979
"GSM7717087","PWH28","Skin","Fibroblast",-2.6730003,-3.4911537
"GSM7717085","PWH27","Wound7","Fibroblast",3.3508306,-0.2697153
"GSM7717082","PWH26","Wound30","Fibroblast",-2.496037,3.169069
"GSM7717081","PWH26","Wound7","Fibroblast",1.8099363,0.026687669
"GSM7717086","PWH27","Wound30","Fibroblast",3.141924,0.1803371
"GSM7717086","PWH27","Wound30","Fibroblast",2.3650815,-0.18653852
"GSM7717090","PWH28","Wound30","Fibroblast",3.7992423,-0.020314556
"GSM7717087","PWH28","Skin","Fibroblast",-2.379386,-2.2896755
"GSM7717085","PWH27","Wound7","Fibroblast",2.529668,-0.27728522
"GSM7717087","PWH28","Skin","Fibroblast",-2.315797,-2.079491
"GSM7717085","PWH27","Wound7","Fibroblast",0.33969525,2.0359454
"GSM7717090","PWH28","Wound30","Fibroblast",0.98186105,0.45984784
"GSM7717086","PWH27","Wound30","Fibroblast",-3.5107057,0.3291635
"GSM7717081","PWH26","Wound7","Fibroblast",2.2006598,-1.1152426
"GSM7717090","PWH28","Wound30","Fibroblast",2.9457977,0.09557227
"GSM7717079","PWH26","Skin","Fibroblast",-3.2712085,-0.8624289
"GSM7717086","PWH27","Wound30","Fibroblast",-2.9051013,0.05952961
"GSM7717090","PWH28","Wound30","Fibroblast",1.1064796,0.07864428
"GSM7717085","PWH27","Wound7","Fibroblast",-2.9900749,3.2088876
"GSM7717083","PWH27","Skin","Fibroblast",-3.8514695,0.008682321
"GSM7717081","PWH26","Wound7","Fibroblast",1.2554882,0.089643635
"GSM7717085","PWH27","Wound7","Fibroblast",-0.05531927,0.8498681
"GSM7717090","PWH28","Wound30","Fibroblast",3.0038052,0.14404023
"GSM7717086","PWH27","Wound30","Fibroblast",3.1493235,-0.12041266
"GSM7717085","PWH27","Wound7","Fibroblast",-2.331579,0.1814109
"GSM7717090","PWH28","Wound30","Fibroblast",3.0455832,0.48307723
"GSM7717081","PWH26","Wound7","Fibroblast",2.6770391,-0.05874181
"GSM7717090","PWH28","Wound30","Fibroblast",2.1614587,0.020806016
"GSM7717090","PWH28","Wound30","Fibroblast",1.1707792,0.38558683
"GSM7717090","PWH28","Wound30","Fibroblast",-0.259085,0.26943243
"GSM7717082","PWH26","Wound30","Fibroblast",0.47732297,-2.1691835
"GSM7717084","PWH27","Wound1","Fibroblast",-1.9418434,1.5924499
"GSM7717085","PWH27","Wound7","Fibroblast",-3.3211024,2.171764
"GSM7717084","PWH27","Wound1","Fibroblast",0.25715396,2.232871
"GSM7717082","PWH26","Wound30","Fibroblast",-3.3197155,0.092360415
