"holdout","method","energy_mean","energy_min","energy_max","improvement_mean"
"Wound1","Unchanged source",1.34601697986456,1.34601697986456,1.34601697986456,0
"Wound1","Centroid translation",0.929272737482965,0.929272737482965,0.929272737482965,0.309612916193322
"Wound1","Independent bridge",1.09588761069014,1.09204686341474,1.10066303257742,0.185829282183043
"Wound1","Shared flow",1.05712200284895,0.948431901396698,1.12307288960407,0.21462951904565
"Wound1","Location-scale",0.903392826944137,0.903392826944137,0.903392826944137,0.328839947446251
