holdout,method,energy_mean,energy_min,energy_max,improvement_mean
Wound7,Unchanged source,1.4724762061265302,1.4724762061265302,1.4724762061265302,0.0
Wound7,Centroid translation,0.6674204410636548,0.6674204410636548,0.6674204410636548,0.5467360095282223
Wound7,Independent bridge,0.9284083532248392,0.9224416748315019,0.9386072110522946,0.3694917789761141
Wound7,Shared flow,0.8109591043238384,0.8043954684748978,0.8236772275071393,0.44925486676818155
Wound1,Unchanged source,1.3460169798645598,1.3460169798645598,1.3460169798645598,0.0
Wound1,Centroid translation,0.9292727374829651,0.9292727374829651,0.9292727374829651,0.3096129161933222
Wound1,Independent bridge,1.0958876106901416,1.0920468634147422,1.100663032577425,0.18582928218304262
Wound1,Shared flow,1.0571220028489516,0.948431901396698,1.123072889604071,0.2146295190456495
