path,step,x,y
11,10,-0.00402710260823369,1.383541226387024
12,10,-0.6124869585037231,-0.1655532270669937
13,10,-1.8171461820602417,-0.07272415608167648
14,10,-0.4396290183067322,1.2958766222000122
15,10,-3.264747142791748,3.553061008453369
16,10,-1.9583569765090942,1.7160313129425049
17,10,0.9771093726158142,0.911794126033783
18,10,-1.4212802648544312,-0.718477189540863
19,10,-1.4064487218856812,0.2067684382200241
20,10,-2.454725503921509,0.7968884110450745
21,10,0.8803555965423584,0.2282024472951889
22,10,-2.611724376678467,-0.30702075362205505
23,10,-0.8497999310493469,0.06777188181877136
24,10,-1.7958970069885254,-0.025645039975643158
25,10,-0.014244266785681248,-0.5215261578559875
26,10,-1.9859285354614258,0.131127268075943
27,10,-0.0820368230342865,1.4591213464736938
28,10,0.19166089594364166,0.6015536785125732
29,10,0.1063341423869133,-0.09979018568992615
30,10,0.8524577021598816,1.9714983701705933
31,10,-2.078012228012085,-0.658567488193512
32,10,0.27990296483039856,2.2143020629882812
33,10,0.7603796124458313,-0.0014873166801407933
34,10,-0.40265828371047974,-0.10515373200178146
35,10,-0.9181736707687378,-0.032498400658369064
